,title,link,channel,views,time_published,snippet,verified_badge,extensions
240,Terrifying video shows woman shoved into moving subway train,https://www.youtube.com/watch?v=vsh5Bub5Hxc,"{'channel_name': 'Eyewitness News ABC7NY', 'channel_link': 'https://www.youtube.com/c/abc7NY'}",2.8M views,1 year ago,A terrifying subway shove during the evening commute this week was captured on video and police say the victim is lucky to be ...,True,CC
241,11-year-old arrested for his pregnant soon-to-be stepmother's murder: 20/20 Oct 19 Pt 1,https://www.youtube.com/watch?v=TA6bvn9e8Oc,"{'channel_name': 'ABC News', 'channel_link': 'https://www.youtube.com/c/ABCNews'}",28M views,3 years ago,"Twenty-six-year-old Kenzie Houk had been shot in the back of the head, and police charged Jordan Brown, the son of Houk's ...",True,
242,"Failing to wear a mask in public spaces now involves fines of NT$15,000",https://www.youtube.com/watch?v=8x8hO59t-JQ,"{'channel_name': '民視英語新聞 Formosa TV English News', 'channel_link': 'https://www.youtube.com/c/FTVEnglishNews'}",471 views,1 year ago,"New, stricter public health regulations kicked off on Tuesday. Those who fail to wear a mask at eight kinds of public spaces now ...",,
243,VERIFY: It is not unconstitutional for the government or businesses to require people to wear masks,https://www.youtube.com/watch?v=0MAboop0_tk,"{'channel_name': 'NEWS CENTER Maine', 'channel_link': 'https://www.youtube.com/c/NEWSCENTERMaine'}",2.1K views,1 year ago,VERIFY: It is not unconstitutional for the government or businesses to require people to wear masks.,True,CC
244,Watch The Last Word With Lawrence O’Donnell Highlights: May 12,https://www.youtube.com/watch?v=v6EUPXZAi_4,"{'channel_name': 'MSNBC', 'channel_link': 'https://www.youtube.com/c/msnbc'}",215K views,3 days ago,Watch highlights from Thursday's The Last Word with Lawrence O'Donnell. » Subscribe to MSNBC: ...,True,New
245,Do you wear a mask? Turns out it's a heated question.,https://www.youtube.com/watch?v=n3M0e50m_qM,"{'channel_name': 'FOX 13 News Utah', 'channel_link': 'https://www.youtube.com/c/Fox13now'}",783 views,2 years ago,"The conversation about wearing masks in public has clearly come to symbolize a lot more than a public health precaution, to the ...",True,
246,the REAL reason you're ugly without makeup.,https://www.youtube.com/watch?v=3neO818t2uc,"{'channel_name': 'Stephanie Lange', 'channel_link': 'https://www.youtube.com/c/stephanielange'}",3M views,1 year ago,,True,4K
247,15 Actors Who Felt Suffocated In Their Costumes,https://www.youtube.com/watch?v=sqpRDRfsjdM,"{'channel_name': 'TheThings', 'channel_link': 'https://www.youtube.com/c/TheThings'}",3M views,7 months ago,,True,
248,Ventriloquist Jimmy Tamley makes David Walliams STRIP! | Auditions | BGT 2019,https://www.youtube.com/watch?v=NjJjQHCtav0,"{'channel_name': ""Britain's Got Talent"", 'channel_link': 'https://www.youtube.com/c/britainsgottalent'}",8.8M views,3 years ago,It's not often the Judges have the words taken out of their mouths. It's also not often we're treated to a David Walliams strip tease ...,True,
249,The UnMask - Freedom to Breathe,https://www.youtube.com/watch?v=IRn2kw4vJKc,"{'channel_name': 'UnMask', 'channel_link': 'https://www.youtube.com/channel/UCiZ65-5oI8W4dtZmSv6K1Qw'}",31K views,1 year ago,"With the UnMask, you can enjoy virtually unrestricted breathing with up to 95% more airflow than the mask you are currently ...",,
250,Bee Beard GONE WRONG!,https://www.youtube.com/watch?v=LMIu4fqi8jI,"{'channel_name': 'Brave Wilderness', 'channel_link': 'https://www.youtube.com/c/BraveWilderness'}",24M views,4 years ago,"On this episode of Breaking Trail, Coyote attempts to show that Honey Bees aren't just out to sting you…that is until his “Bee ...",True,4K
251,Why Did Simon STOP These Auditions? Watch What Happens Next...,https://www.youtube.com/watch?v=nZ2ynz19G-M,"{'channel_name': 'Talent Recap', 'channel_link': 'https://www.youtube.com/c/TalentRecap'}",24M views,1 year ago,,True,
252,PPE Training Video: Donning and Doffing PPE Nursing Skill,https://www.youtube.com/watch?v=iwvnA_b9Q8Y,"{'channel_name': 'RegisteredNurseRN', 'channel_link': 'https://www.youtube.com/c/RegisteredNurseRN'}",564K views,1 year ago,,True,
253,The Most Epic Safety Video Ever Made #AirNZSafetyVideo,https://www.youtube.com/watch?v=qOw44VFNk8Y,"{'channel_name': 'Air New Zealand', 'channel_link': 'https://www.youtube.com/c/airnz'}",22M views,7 years ago,"As the official airline of Middle-earth, Air New Zealand has gone all out to celebrate the third and final film in The Hobbit Trilogy ...",True,CC
254,Trump Takes India | The Daily Show,https://www.youtube.com/watch?v=mBbOF8LVCj4,"{'channel_name': 'The Daily Show with Trevor Noah', 'channel_link': 'https://www.youtube.com/c/TheDailyShow'}",7.7M views,2 years ago,Donald Trump visits India for the first time since taking office and gets a surprisingly warm welcome from India's people.,True,CC
255,LankyBox Has Something To Tell You...,https://www.youtube.com/watch?v=xWL7zrxk7J4,"{'channel_name': 'LankyBox', 'channel_link': 'https://www.youtube.com/c/LankyBox'}",1.3M views,3 months ago,Use star code' LankyBox' when buying Robux to support us! ❤ FOLLOW US! INSTAGRAM ...,True,
256,10 Things You Should NEVER Do To Your Nintendo Switch,https://www.youtube.com/watch?v=7QFva6ejDQY,"{'channel_name': 'TheGamer', 'channel_link': 'https://www.youtube.com/c/TheGamerVideos'}",5.1M views,3 years ago,,True,
257,When do I not have to wear a mask?,https://www.youtube.com/watch?v=UWtnlxcFsbs,"{'channel_name': 'BAG OFSP UFSP', 'channel_link': 'https://www.youtube.com/user/bagofspufsp'}",285 views,10 months ago,0:01 When do I not have to wear a mask? There are exceptions to the mask-wearing requirement. They apply to the following: Children ...,,CC
258,French Montana - Ain't Worried About Nothin (Explicit) [Official Video],https://www.youtube.com/watch?v=PD6AfcoG4o8,"{'channel_name': 'French Montana', 'channel_link': 'https://www.youtube.com/channel/UC-4mIX9ls8ROVk9ApfeYf5w'}",95M views,9 years ago,#FrenchMontana #AintWorriedAboutNothin #Vevo.,True,
259,Two Kids One Epic Dare | Double Dog Dare You | HiHo Kids,https://www.youtube.com/watch?v=8UrOmYCAzYY,"{'channel_name': 'HiHo Kids', 'channel_link': 'https://www.youtube.com/c/hihokids'}",10M views,2 years ago,About HiHo Kids: Every kid – including the one inside each of us – needs imagination and curiosity about the world.,True,CC
260,Top 20 Musicians Who Destroyed Their Careers on Stage,https://www.youtube.com/watch?v=mrACrZQ_Ilo,"{'channel_name': 'WatchMojo.com', 'channel_link': 'https://www.youtube.com/user/WatchMojo'}",3.4M views,1 year ago,"These artists are their own worst enemies. For this list, we'll be looking at artists who sabotaged their own careers live, with bad ...",True,
261,Wrong Turn 5: Bloodlines (2012) KILL COUNT,https://www.youtube.com/watch?v=keO_XMrQdgo,"{'channel_name': 'Dead Meat', 'channel_link': 'https://www.youtube.com/c/DeadMeat'}",1.7M views,1 year ago,,True,CC
262,Turn $437 Into $6360?! Sunday Live Haul What Sold On eBay Etsy & More Ep 180,https://www.youtube.com/watch?v=em_Jpdy6Qa8,"{'channel_name': 'Katy & Vikki', 'channel_link': 'https://www.youtube.com/channel/UC7lGgd09ZRXBoRU7Ve6mvcw'}",1K views,Streamed 8 days ago,We share highlights of what we sold this last week and our haul! Plus we break down our sales numbers for the week to provide ...,,
263,Couldn’t find a Halloween costume that fit,https://www.youtube.com/shorts/D2SqRMd-B84,"{'channel_name': 'Jason Derulo', 'channel_link': 'https://www.youtube.com/channel/UCe3yZzUwpmy2eKKmF9svX0Q'}",56M views,6 months ago,,True,
264,So Close - The Mask Song | Sammy J (S4 Ep33),https://www.youtube.com/watch?v=PN_p90mv7Ik,"{'channel_name': 'ABC TV & iview', 'channel_link': 'https://www.youtube.com/c/abctv'}",60K views,7 months ago,"The Boss is back with an anthem for the COVID generation. #SammyJ Subscribe now: http://ab.co/subscribe. Biting, bite-sized ...",,CC
265,Everything Wrong With Kong: Skull Island,https://www.youtube.com/watch?v=rNniLJGd1ts,"{'channel_name': 'CinemaSins', 'channel_link': 'https://www.youtube.com/user/CinemaSins'}",6.7M views,4 years ago,"Well, this is a movie that happened. A promising cast, but sins galore. Oh, the sins! Thursday: More 2017 action sins. Remember ...",True,
266,King Von - Twin Nem (Lyrics) ft. Lil Durk | put your mask on von von von i get that call,https://www.youtube.com/watch?v=SJuV-8m_7TY,"{'channel_name': 'TikTokTunes', 'channel_link': 'https://www.youtube.com/c/TikTokTunesYT'}",2.2M views,1 year ago,"[verse 1: lil durk] niggas talkin' on the net, like, pop out, where you at? ayy all we know is pop out with our guns, we from the 'raq, ...",True,
267,"I'm Not Muslim, Can I Wear Hijab? Ask Melanie",https://www.youtube.com/watch?v=Q8s9_dYNQ1g,"{'channel_name': 'Haute Hijab', 'channel_link': 'https://www.youtube.com/c/hautehijab'}",128K views,5 years ago,,,
268,Face masks vs scarves: Why it's important to wear a proper face covering,https://www.youtube.com/watch?v=57n9O1a9jRw,"{'channel_name': 'euronews', 'channel_link': 'https://www.youtube.com/EuronewsUSA'}",8K views,1 year ago,A health expert used a box of matches to show us the varying efficacy of face coverings in the fight against COVID-19.,True,
269,"TESTING NEW MAKEUP: Keys Soulcare, Sigma Cheek Products, and more!",https://www.youtube.com/watch?v=yrA7BMBr7ik,"{'channel_name': 'Kelly Gooch', 'channel_link': 'https://www.youtube.com/c/KellyGooch'}",11K views,4 days ago,Testing new hyped up makeup! ~ S U B S C R I B E ~ ——— PRODUCTS MENTIONED: Keys Soul Care Sheer Cheek Flush: ...,,New
270,LeBron James Shows Off New LeBron 19 Shoes At Lakers Media Day 👀 🔥#Shorts @B/R Kicks,https://www.youtube.com/shorts/Juc-ItuPebs,"{'channel_name': 'Bleacher Report', 'channel_link': 'https://www.youtube.com/user/BleacherReport'}",1.9M views,7 months ago,"LeBron James gave a close up look at his new Nike LeBron 19 ""Space Jam"" colorway at Lakers media day. Subscribe: ...",True,
271,Inside the New Ku Klux Klan,https://www.youtube.com/watch?v=5VzKRI7JbVk,"{'channel_name': 'ABC News', 'channel_link': 'https://www.youtube.com/c/ABCNews'}",3.4M views,9 years ago,Part 1: Witness a cross burning and other rituals outsiders rarely see.,True,
272,Wildwood police release body cam footage of woman's violent arrest at beach (Full video),https://www.youtube.com/watch?v=PQQ9xOhuFrk,"{'channel_name': 'NJ.com', 'channel_link': 'https://www.youtube.com/tvjersey'}",6M views,3 years ago,Wildwood police released three pieces of footage from the body cam that shows a woman's violent arrest on the beach on ...,True,CC
273,HSN | MarlaWynne Fashions 13th Anniversary 05.05.2022 - 06 PM,https://www.youtube.com/watch?v=14pzsbtyGSU,"{'channel_name': 'HSNtv', 'channel_link': 'https://www.youtube.com/user/hsntv'}",43 views,7 days ago,"Celebrate 13 years of timeless, sophisticated style - discover fashion by MarlaWynne. Prices shown on the previously recorded ...",,CC
274,Maddie Ziegler Reveals The Dark Truth About Being On Dance Moms,https://www.youtube.com/watch?v=xCKGnFvhZdE,"{'channel_name': 'TheThings', 'channel_link': 'https://www.youtube.com/c/TheThings'}",1.3M views,2 years ago,,True,
275,The Man With Holes In His Face | Bodyshockers | Channel 4,https://www.youtube.com/watch?v=iKGIdQSOL6A,"{'channel_name': 'Channel 4', 'channel_link': 'https://www.youtube.com/channelfour'}",38M views,7 years ago,"Joel Miggler holds the world record for most flesh holes fitted to his face! He takes Katie Piper through his morning routine, ...",True,
276,HSN | MarlaWynne Fashions 13th Anniversary 05.05.2022 - 06 PM,https://www.youtube.com/watch?v=MucSwWsmSXQ,"{'channel_name': 'HSNtv', 'channel_link': 'https://www.youtube.com/user/hsntv'}",26 views,8 days ago,"Celebrate 13 years of timeless, sophisticated style - discover fashion by MarlaWynne. Prices shown on the previously recorded ...",,CC
277,I Don't Care | The Spirit Church | Aeneas Williams,https://www.youtube.com/watch?v=nxF3Cctg608,"{'channel_name': 'The Spirit Church', 'channel_link': 'https://www.youtube.com/c/TheSpiritChurch'}",144 views,7 days ago,Mother's Day Service 2022 | 9am #thespiritchurch #idontcare #finish #aeneaswilliams #yearofascent #stlouis #sermon ...,,
278,"Wild ‘N In w/ Your Faves ft. Lay Lay, A$AP Rocky & More | Best of: Wild 'N Out",https://www.youtube.com/watch?v=HDlbeCXv8bc,"{'channel_name': ""Wild 'N Out"", 'channel_link': 'https://www.youtube.com/c/WildNOut'}",21M views,2 years ago,Staying inside doesn't have to be boring — especially when you've got the cast of Wild 'N Out to keep you company. Sit back ...,True,CC
279,"♍️ Virgo, 😳 This Is Messed Up! 🥺 | May 11 - May 12",https://www.youtube.com/watch?v=UiVu2gieMWA,"{'channel_name': 'CognitiveTvsia', 'channel_link': 'https://www.youtube.com/c/CognitiveTvsia'}",4.5K views,5 days ago,"LEGAL DISCLAIMER• Remember that these videos are for entertainment purposes. So, always use your own judgement, and ...",,New
280,POOP PRANK ON BIG SISTER GONE REALLY WRONG * COMEDY * PART TWO,https://www.youtube.com/watch?v=DtM0LpRXeew,"{'channel_name': 'The Dixon Family', 'channel_link': 'https://www.youtube.com/c/TheDixonFamily7'}",8.2K views,4 days ago,TheDixonFamily #FamilyChannel #PoopPrankOnBig Sis POOP PRANK ON BIG SISTER GONE REALLY WRONG * COMEDY ...,,New
281,"The Game On Kanye West, Super Bowl Rumors, 50 Cent & G-Unit, Dr. Dre & More | Drink Champs",https://www.youtube.com/watch?v=utazi7YdJrY,"{'channel_name': 'REVOLT', 'channel_link': 'https://www.youtube.com/c/revolt'}",4.6M views,2 months ago,"N.O.R.E. & DJ EFN are the #DrinkChamps. In this episode, we chop it up with the one and only #TheGame! The rapper kicks it ...",True,
282,How To: Use Eye Masks | Sephora,https://www.youtube.com/watch?v=hXD1U6bkULU,"{'channel_name': 'Sephora', 'channel_link': 'https://www.youtube.com/sephoraeditor'}",35K views,3 years ago,,True,
283,How to wear a fabric mask safely,https://www.youtube.com/watch?v=9Tv2BVN_WTk,"{'channel_name': 'World Health Organization (WHO)', 'channel_link': 'https://www.youtube.com/c/who'}",872K views,1 year ago,,True,
284,Medical Student Demonstrates How Coronavirus Cross-Contamination Can Occur While Wearing Face Mask,https://www.youtube.com/watch?v=SZqkeotlDhU,"{'channel_name': 'Storyful Viral', 'channel_link': 'https://www.youtube.com/c/StoryfulRightsManagement'}",841 views,1 year ago,"A medical student in Davao City, Philippines, demonstrated how even people who take numerous precautions to prevent the ...",True,
285,Coronavirus: The fact that we are still debating mask wearing is unconscionable: ER physician,https://www.youtube.com/watch?v=jPPiuundypA,"{'channel_name': 'Yahoo Finance', 'channel_link': 'https://www.youtube.com/c/YahooFinance'}",888 views,1 year ago,Former Arizona candidate for Congress and Emergency Medicine Physician Dr. Hiral Tipirneni discusses the rise in coronavirus ...,True,
286,TERRIFYING NIGHT CAUGHT ON CAMERA | KIDS START SCREAMING AT 3AM | WAS A GHOST IN THEIR ROOM?!,https://www.youtube.com/watch?v=kjHJ9-5AwcU,"{'channel_name': 'This Is How We Bingham', 'channel_link': 'https://www.youtube.com/c/thisishowwebingham'}",5.4M views,2 years ago,We were woken at 3am by the most terrifying scream imaginable! What we saw on the security cameras had us even more ...,True,
287,Future - Last Name (Official Music Video) ft. Lil Durk,https://www.youtube.com/watch?v=TmZhesvByUg,"{'channel_name': 'Future', 'channel_link': 'https://www.youtube.com/channel/UCSDvKdIQOwTfcyOimSi9oYA'}",39M views,2 years ago,"Lyrics: I can't go to sleep, I'm paranoid and it's way too many homicides Bought a hundred guns, got my niggas slidin' Fuck the ...",True,
288,LAUSD to require students to wear non-cloth face masks,https://www.youtube.com/watch?v=zw19Fw9G6bs,"{'channel_name': 'FOX 11 Los Angeles', 'channel_link': 'https://www.youtube.com/c/Foxla'}",1.1K views,3 months ago,The Los Angeles Unified School District said it will prohibit students from wearing cloth masks as the highly transmissible omicron ...,True,CC
289,"BECOMING IRON MAN  S1 E12
REAL IRON MAN REPULSOR + GIVEAWAY!",https://www.youtube.com/watch?v=3NRriVUjErM,"{'channel_name': 'Hacksmith', 'channel_link': 'https://www.youtube.com/c/theHacksmith'}",18M views,1 year ago,,True,
